;;;;;;;
;;;;;;;
;;;;;;;
Код;Наименование товара;;"Страна-
производитель";"Цена за ед.
изм.";"Код 
валюты";Фасовка;"Ед. 
изм."
;;;;;;;
;Мясо;;;;;;
;Говядина премиальная;;;;;;
;Мраморная говядина зернового откорма свежемороженая;;;;;;
;Толстый край зачищенный Cube Roll зернового откорма свежемороженный;;;;;;
УТ-00002688;Масло фритюрное 5 л/4,6 кг, Печагин Профи, Россия;;Россия;697;РУБ;кор (2 шт);шт
;Масло оливковое;;;;;;
УТ-00000793;Масло оливковое Extra Virgin 1 л / 0,916 кг ст/б, A1092, Donna Sofia, Италия;;Италия;880;РУБ;кор (12 шт);шт
УТ-00012631;Масло оливковое Extra Virgin 1 л / 916 г Пэт Classico, AA170, Donna Sofia, Италия;;Италия;858;РУБ;кор (12 шт);шт
УТ-00000794;Масло оливковое Extra Virgin 1 л / 916 г Пэт, AA175, Donna Sofia, Италия;;Италия;856;РУБ;кор (12 шт);шт
УТ-00021217;Масло оливковое Extra Virgin 1 л Пэт, Mueloliva, Испания;;Испания;862;РУБ;кор (15 шт);шт
УТ-00019837;Масло оливковое Extra Virgin North 250 мл ст/б, OlioBosphorus, Турция;;Турция;174;РУБ;кор (24 шт);шт
УТ-00019838;Масло оливковое Extra Virgin North 5 л Пэт, OlioBosphorus, Турция;;Турция;4 125;РУБ;кор (3 шт);шт
УТ-00005142;Масло оливковое Extra Virgin с ароматом базилика 250 мл ст/б, AA383, Donna Sofia, Италия;;Италия;388;РУБ;кор (12 шт);шт
УТ-00005136;Масло оливковое Extra Virgin с ароматом белого трюфеля 250 мл ст/б, AA3232, Donna Sofia, Италия;;Италия;404;РУБ;кор (12 шт);шт
УТ-00005140;Масло оливковое Extra Virgin с ароматом орегано 250 мл ст/б, AA372, Donna Sofia, Италия;;Италия;317;РУБ;кор (12 шт);шт
УТ-00005135;Масло оливковое Extra Virgin с ароматом черного трюфеля 250 мл ст/б, AA3203, Donna Sofia, Италия;;Италия;382;РУБ;кор (12 шт);шт
УТ-00000795;Масло оливковое Pomace 1 л / 0,916 кг Пэт, C813, Donna Sofia, Италия;;Италия;499;РУБ;кор (12 шт);шт
УТ-00019840;Масло оливковое Pomace 1 л Пэт, OlioBosphorus, Турция;;Турция;445;РУБ;кор (12 шт);шт
СИ-00002495;Масло оливковое сашет 10 г 126 шт/кор., Распак, Россия;;Россия;16,35;РУБ;кор (126 шт);шт
;Соусы;;;;;;
;Майонез;;;;;;
УТ-00000462;МАЙОНЕЗ 67% ведро 10 л/9,4 кг, Печагин Профи, Россия;;Россия;1 420;РУБ;кор (1 шт);шт
УТ-00000461;МАЙОНЕЗ 67% ведро 5 л/4,7 кг, Печагин Профи, Россия;;Россия;732;РУБ;кор (2 шт);шт
УТ-00014301;"Майонез 78% ""Настоящий"" 5 л (4,7 кг), 68845527, HELLMANN'S, Россия";;Россия;1 658;РУБ;кор (1 шт);шт
УТ-00000460;МАЙОНЕЗ 78% ведро 5 л, Печагин Профи, Россия;;Россия;810;РУБ;кор (1 шт);шт
УТ-00018673;МАЙОНЕЗ провансаль 78% 5л/4,80 кг, 47003, EFKO FOOD Professional, Россия;;Россия;914;РУБ;кор (2 шт);шт
УТ-00011769;МАЙОНЕЗ универсальный 67% 10 л/9,34 кг, 47008, EFKO FOOD Professional, Россия;;Россия;1 420;РУБ;кор (1 шт);шт
УТ-00011025;МАЙОНЕЗ универсальный 67% 3л/2,8кг, 47006, EFKO FOOD Professional, Россия;;Россия;483;РУБ;кор (1 шт)  кор (4 шт);шт
УТ-00003980;Соус майонезный 35% салатный легкий 9,5 кг, 12344, EFKO FOOD Professional, Россия;;Россия;1 263;РУБ;кор (1 шт);шт
;Соусы готовые;;;;;;
УТ-00010935;Приправа Наршараб 380 г, Кинто, Россия;;Россия;355;РУБ;кор (6 шт);шт
УТ-00020526;Приправа Наршараб 700 г пэт, Кинто, Россия;;Россия;464;РУБ;кор (6 шт);шт
УТ-00004779;СОУС Аджика жгучая 200 г, Юг Кавказ, Россия;;Россия;78;РУБ;кор (20 шт);шт
СИ-00000858;СОУС Аджика жгучая 200 г, Южное изобилие, Россия;;Россия;44;РУБ;кор (12 шт);шт
СИ-00002607;Соус Барбекю балк 1 кг, 42017, EFKO FOOD Professional, Россия;;Россия;341;РУБ;кор (10 шт);шт
УТ-00017814;Соус Барбекю Гурмикс 1 кг, Food Service, Россия;;Россия;268;РУБ;кор (6 шт);шт
УТ-00007864;Соус Ворчестер (Вустерский) 140 мл, Appel, Германия;;Германия;360;РУБ;кор (12 шт);шт
УТ-00019395;Соус Горчичный 22 % балк 1 кг, 42003, EFKO FOOD Professional, Россия;;Россия;296;РУБ;кор (10 шт);шт
УТ-00001525;Соус красный перечный 150 мл, TABASCO, США;;США;751;РУБ;кор (12 шт);шт
УТ-00001057;Соус крем бальзамический белый 500 мл, Carandini, Италия;;Италия;524;РУБ;кор (12 шт);шт
УТ-00001056;Соус крем бальзамический темный 500 мл, Carandini, Италия;;Италия;501;РУБ;кор (12 шт);шт
УТ-00019396;Соус Сырный 35 % балк 1 кг, 42012, EFKO FOOD Professional, Россия;;Россия;269;РУБ;кор (10 шт);шт
УТ-00017822;Соус Сырный Гурмикс 1 кг, Food Service, Россия;;Россия;308;РУБ;кор (6 шт);шт
УТ-00005857;"СОУС томатный ""САЦЕБЕЛИ"" 330 г, Юг Кавказ, Россия";;Россия;81;РУБ;кор (15 шт);шт
УТ-00010936;"Соус томатный ""Сацебели"" охотничий 300 г, Кинто, Россия";;Россия;106;РУБ;кор (6 шт);шт
УТ-00006265;"Соус томатный для пиццы ""Классичеcкий"" 2,5 кг, NOVI, Италия";;Италия;568;РУБ;кор (6 шт);шт
СП-00003144;Соус томатный для пиццы со специями 2500 г, NOVI, Италия;;Италия;557;РУБ;кор (6 шт);шт
УТ-00003123;Соус томатный по-грузински 360 г, Южное изобилие, Россия;;Россия;58;РУБ;кор (12 шт);шт
УТ-00010937;"Соус фруктовый ""Ткемали"" классический (красный) 300 г, Кинто, Россия";;Россия;150;РУБ;кор (6 шт);шт
УТ-00007565;"Соус фруктовый ""ТКЕМАЛИ"" классический (красный) 330 г, Юг Кавказ, Россия";;Россия;97;РУБ;кор (15 шт);шт
УТ-00018810;Соус Цезарь 50,5% балк 1 кг, 42013, EFKO FOOD Professional, Россия;;Россия;284;РУБ;кор (10 шт);шт
УТ-00017819;Соус Чеддер для запекания Гурмикс 1 кг, Food Service, Россия;;Россия;303;РУБ;кор (6 шт);шт
УТ-00020544;"Соус-крем бальзамический ""Классик"" темный 620 г/500 мл, Кинто, Россия";;Россия;289;РУБ;кор (6 шт);шт
СИ-00002232;"ХРЕН ""Столовый"" 200гр, Печагин, Россия";;Россия;48;РУБ;кор (12 шт);шт
УТ-00002369;Хрен сливочный 250 г, Kuhne, Германия;;Германия;268;РУБ;кор (6 шт);шт
УТ-00007217;Хрен столовый ведро 1 кг, Печагин Профи, Россия;;Россия;198;РУБ;кор (6 шт);шт
;Кетчуп;;;;;;
УТ-00019991;Кетчуп томатный 5 л, OLFOOD, Россия;;Россия;460;РУБ;кор (1 шт);шт
УТ-00019488;Кетчуп томатный первой категории балк 1 кг, 42500, EFKO FOOD Professional, Россия;;Россия;154;РУБ;кор (10 шт);шт
СИ-00000323;Кетчуп шашлычный с паприкой и укропом 900 г, Юг Кавказ, Россия;;Россия;99;РУБ;кор (9 шт);шт
;Томатная паста;;;;;;
СИ-00001210;Паста томатная 22% 1000 г, Краснодарская, Россия;;Россия;110;РУБ;кор (6 шт);шт
УТ-00013472;ПАСТА томатная 25% 1кг, Печагин Профи, Россия;;Россия;252;РУБ;кор (6 шт);шт
УТ-00004825;Паста томатная 25-28% 770 г, Помидорка, Россия;;Россия;254;РУБ;кор (12 шт)  кор (6 шт);шт
УТ-00007175;ПАСТА томатная 25-28% 800 г, ЗАРИНА, Россия;;Россия;214;РУБ;кор (12 шт);шт
СИ-00002640;ПАСТА томатная 26-28% 800 гр, Helisa, Иран;;Иран;180;РУБ;кор (12 шт);шт
СИ-00002551;Паста томатная 28% 900 г, Иранская, Россия;;Россия;127;РУБ;кор (6 шт);шт
СИ-00001255;Паста томатная 28-30% 800 г., ПАЯ, Россия;;Россия;205;РУБ;кор (9 шт);шт
;Уксус;;;;;;
УТ-00007878;Уксус бальзамический белый 0,5 л ст/б, Carandini, Италия;;Италия;296;РУБ;кор (12 шт);шт
УТ-00001058;Уксус бальзамический темный 0,5л/500 гр, Carandini, Италия;;Италия;260;РУБ;кор (12 шт);шт
УТ-00001628;Уксус винный белый 6% 1 л пл/б, Ponti, Италия;;Италия;212;РУБ;кор (12 шт);шт
УТ-00001629;Уксус винный красный 6% пл/б 1л/1кг, Ponti, Италия;;Италия;195;РУБ;кор (12 шт);шт
СИ-00002531;Уксус натуральный яблочный 6% 350 мл, Кормилица, Россия;;Россия;50;РУБ;кор (12 шт)  кор (6 шт);шт
СИ-00000686;Уксус столовый 9% 1 л пл/б 12 шт/кор, Россия;;Россия;47;РУБ;кор (12 шт);шт
;Горчица;;;;;;
УТ-00017080;"Горчица ""Дижонская"" 170 мл, Кинто, Россия";;Россия;82;РУБ;кор (12 шт);шт
УТ-00020093;"Горчица ""Дижонская"" 2 л, Reine De Dijon, Россия";;Россия;638;РУБ;кор (6 шт);шт
УТ-00008272;"ГОРЧИЦА ""Дижонская"" 370 г, Bornier, Франция";;Франция;260;РУБ;кор (12 шт)  кор (6 шт);шт
УТ-00007487;"Горчица ""Зерновая"" 350 г, Chatel, Франция";;Франция;326;РУБ;кор (12 шт);шт
УТ-00007218;"ГОРЧИЦА ""Русская"" ведро 1 кг, Печагин Профи, Россия";;Россия;119;РУБ;кор (6 шт);шт
СИ-00002034;"ГОРЧИЦА ""Русская"", 200гр, Печагин, Россия";;Россия;30,46;РУБ;кор (12 шт);шт
УТ-00013051;"ГОРЧИЦА зернистая ""Ротиссер"" 255 г / 250 мл, 0560096/2, Kuhne, Германия";;Германия;293;РУБ;кор (6 шт);шт
УТ-00017079;"Горчица зерновая ""Ротисьер"" 170 мл, Кинто, Россия";;Россия;79;РУБ;кор (12 шт);шт
УТ-00020061;"Горчица зерновая ""Ротисьер"" 2 л, Reine De Dijon, Россия";;Россия;625;РУБ;кор (6 шт);шт
УТ-00013050;"ГОРЧИЦА острая ""Дижонская"" 260 г / 250 мл, 0560092, Kuhne, Германия";;Германия;282;РУБ;кор (10 шт);шт
;HEINZ;;;;;;
УТ-00001401;Кетчуп томатный балк 2 кг, 76010060, HEINZ, Россия;;Россия;553;РУБ;кор (6 шт);шт
УТ-00001643;Кетчуп томатный дип-пот 25 мл х 125, 76006586, HEINZ, Россия;;Россия;13,16;РУБ;кор (125 шт);шт
УТ-00020670;Кетчуп томатный пл/б 800 г (промо), 76018186, HEINZ, Россия;;Россия;164;РУБ;кор (8 шт);шт
УТ-00020855;Кетчуп томатный пл/б 800 г, 76018186, HEINZ, Россия;;Россия;213;РУБ;кор (8 шт);шт
УТ-00001651;Соус барбекю балк 1 кг, 76012600, HEINZ, Россия;;Россия;426;РУБ;кор (6 шт);шт
УТ-00001646;Соус барбекю дип-пот 25 мл х 125, 75980057, HEINZ, Россия;;Россия;15,82;РУБ;кор (125 шт);шт
УТ-00017254;Соус горчичный балк 700 г, 76016512, HEINZ, Россия;;Россия;328;РУБ;кор (7 шт);шт
УТ-00001648;Соус горчичный дип-пот 25 мл х 125, 75980018, HEINZ, Россия;;Россия;14,75;РУБ;кор (125 шт);шт
УТ-00002512;Соус кисло-сладкий дип-пот 25 мл х 125, 75980059, HEINZ, Россия;;Россия;14,54;РУБ;кор (125 шт);шт
УТ-00001653;Соус кисло-сладкий Оригинальный балк 1 кг, 76012563, HEINZ, Россия;;Россия;473;РУБ;кор (6 шт);шт
УТ-00001649;СОУС сырный балк 1 кг, 76015195, HEINZ, Россия;;Россия;503;РУБ;кор (6 шт);шт
УТ-00001645;Соус сырный дип-пот 25 мл х 125, 76015186, HEINZ, Россия;;Россия;15,75;РУБ;кор (125 шт);шт
УТ-00001652;Соус Терияки балк 1 кг, 76019171, HEINZ, Россия;;Россия;422;РУБ;кор (6 шт);шт
УТ-00001650;Соус чесночный балк 1 кг, 79000317, HEINZ, Россия;;Россия;499;РУБ;кор (6 шт);шт
УТ-00007101;Соус чесночный Ранч балк 1 кг, 76019129, HEINZ, Россия;;Россия;546;РУБ;кор (6 шт);шт
