Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Страница 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мучные и крупяные изделия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100539;;;;Освежитель воздуха 300 мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;3;;;шт;;;84,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112709;;;;Освежитель воздуха жидкий с ароматом Unix Frutella 500 мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;шт;;;184,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пакеты, мешки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101949;;;;Пакет вакуумный 200х300 мм, 65 мкм, 200 шт/уп ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;1;;;упак.;;;942,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100237;;;;Полотенца бумажные Reina 2 сл. 2 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;6;;;упак.;;;92,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;88431;;;;Полотенца бумажные V слож. 1-сл 23*23 см 200 л/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;шт;;;63,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102699;;;;Полотенца бумажные V-слож. 1-сл 21*21 см 250 л/уп*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;;;шт;;;59,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111081;;;;Салфетка влажная Optiline в инд. упаковке с ароматом лимона и мяты 500 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;шт;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115985;;;;Салфетка влажная Лайм и Мята в индивидуальной упаковке 250шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;;;упак.;;;349,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100229;;;;Салфетки Ажурные 35х45 см прямоугольные 250 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;упак.;;;1177,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112010;;;;Салфетки белые 24*24 см 75 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;49;;;шт;;;18,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112181;;;;Салфетки белые 33*33 (1 слойные/300 листов);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;1;;;шт;;;189,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102046;;;;Салфетки белые Reina 24*24 см 100 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;10;;;шт;;;32,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115762;;;;Салфетки бумажные белые 2-сл. 15,5х20  1/2 Сложение*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;40;;;шт;;;65,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115759;;;;Салфетки бумажные белые 2-сл. 33х33  1/8- слож. 200 листов;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;9;;;упак.;;;228,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110996;;;;Салфетки бумажные белые 2-сл.16,8х23 см V- слож. N4 Focus15x200 шт *;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;шт;;;101,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108107;;;;Салфетки бумажные белые2-сл. 21х16,2 см V-cлож. VEIRO Professional Comfort15х220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;шт;;;66,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101994;;;;Салфетки красные 24*24 (1 слойные/400 листов);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;Упаковка;;;223,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102710;;;;Салфетки черные 24*24 (1 слойные/400 листов);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;шт;;;270,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Спецодежда одноразовая;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111679;;;;Перчатки виниловые гипоаллергенные одноразовые, размер L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;285,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111678;;;;Перчатки виниловые гипоаллергенные одноразовые, размер М;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;285,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102688;;;;Перчатки латексные голубые L (50 шт/уп)*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;упак.;;;629,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102736;;;;Перчатки латексные голубые M (50 шт/уп)*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;упак.;;;629,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115890;;;;Перчатки неопуд. виниловые L (100 шт/уп);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;201,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116181;;;;Перчатки неопуд. виниловые XL (100 шт/уп) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;210,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110998;;;;Перчатки неопуд. виниловые XL (100 шт/уп)*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;1;;;упак.;;;227,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111059;;;;Перчатки неопуд. виниловые черные L (100 шт/уп) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;299,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111058;;;;Перчатки неопуд. виниловые черные M (100 шт/уп);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;упак.;;;299,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115889;;;;Перчатки неопуд.виниловые М (100 шт/уп);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;1;;;упак.;;;215,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102698;;;;Ополаскиватель д/пароконвектоматов Rational (150 табл)*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;18999,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112889;;;;Средство в таблетках для удаления дубил. веществ G31 100 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;1143,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91608;;;;Средство для чистки грилей и духовых шкафов Amol 0,5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;2;;;шт;;;292,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;77556;;;;Средство для чистки грилей и духовых шкафов Amol 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;2233,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111659;;;;Средство для чистки грилей и духовых шкафов Grill 0,5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;2;;;шт;;;155,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111660;;;;Средство для чистки грилей и духовых шкафов Profit Grill 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;539,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108854;;;;Чистящее средство Azelit 1 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;шт;;;329,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108852;;;;Чистящее средство Azelit 5,6 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1393,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108851;;;;Чистящее средство Grill Professional канистра 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1445,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108850;;;;Чистящее средство Grill Professional флакон 600 мл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;1;;;шт;;;248,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Средства для посуды;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102744;;;;Гель для мытья посуды IDEL 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;409,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91607;;;;Концентрат дезинфицирующий для отбеливания посуды Bel 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;966,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102913;;;;Концентрат для мытья посуды IDEL 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;529,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91610;;;;Моющее средство для посудомоечных машин MDW A-11 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1583,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109669;;;;Ополаскиватель для посудомоечных машин Conditioner Dish канистра 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1842,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102912;;;;Средство для мытья посуды IDEL Сочное яблоко 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;283,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;97680;;;;Средство для мытья посуды Profit Dishwash apple 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;459,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;108861;;;;Средство для мытья посуды Velly Neutral канистра 5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;728,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102775;;;;Средство для мытья посуды Ника-Супер 1 кг*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;шт;;;118,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115668;;;;Средство для мытья посуды Новый Элемент 5л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;1;;;шт;;;275,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109667;;;;Средство для Посудомоечных Машин Dishwasher 6,4кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;1523,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91602;;;;Средство для посуды Dream 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;901,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91604;;;;Средство для посуды Magic Drop class E.Fruit Jazz 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;609,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91604;;;;Средство для посуды Magic Drop class E.Fruit Jazz 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;609,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Средства для рук;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78236;;;;Гель-концентрат для чистки,отбеливания и дезинфекции поверхностей Trio-Gel 0,75л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;1;;;шт;;;225,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;52494;;;;Дезинфицирующие таблетки на основе хлора Sonix 100 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;шт;;;807,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106169;;;;Раствор щелочной для удаления загрязнений и жиров ACNIV-2 IDEL 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;588,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91594;;;;Средство жидкое дезинфицирующие на основе ЧАС Septa 200 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;899,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;78235;;;;Средство концентрированное обезжиривающее универсальное Heavy Duty 0,5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2;;;шт;;;167,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91593;;;;Средство концентрированное обезжиривающее универсальное Heavy Duty 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;880,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102825;;;;Средство моющее Проклин универсал д/поверхностей с антимикроб. эффектом 5 л*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;шт;;;2646,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;91584;;;;Средство универсальное моющее Profit Brin 5 л;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;253,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Туалетная бумага;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100041;;;;Туалетная бумага 1-сл 200 м/рулон;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;шт;;;61,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102686;;;;Туалетная бумага 12 шт*190 м*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;шт;;;43,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;107833;;;;Туалетная бумага 170 м 2 сл белая Veiro Premium *12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;12;;;шт;;;218,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100236;;;;Туалетная бумага SunDay 2 сл 4 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;6;;;упак.;;;67,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Упаковка;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110264;;;;Бутылка полиэтилен с пробкой 300 мл 100 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;шт;;;13,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110265;;;;Бутылка полиэтилен с пробкой 500 мл 100 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;шт;;;15,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111080;;;;Вилка столовая компакт черная 173.5 мм Премиум 50 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;2;;;упак.;;;129,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100109;;;;Вилка столовая компакт165 мм Диапазон 100 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;упак.;;;124,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110872;;;;Вкладыш под коробку для конфет 190*150*32 (24шт) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;20;;;шт;;;56,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112081;;;;Держатель для 2-х стаканов картонный 193х108х42 *150 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;;;150;;;шт;;;3,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115961;;;;Держатель для стаканов картонный Osq Cupholder  160х80х80 400шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;;;400;;;шт;;;6,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110686;;;;Зубочистки в индивид. упаковке 1000 шт/уп *36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;1;;;упак.;;;125,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116378;;;;Контейнер с окном Osq 1000 мл 225 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;;;225;;;шт;;;13,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116379;;;;Контейнер с окном Osq 500 мл 500 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;шт;;;8,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109860;;;;Коробка Волконский прямоугольная малая 275*55*28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;шт;;;38,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111153;;;;Коробка под 2 десерта ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;200;;;шт;;;33,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116465;;;;Подложка D-31 225*135*30 300шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;;;300;;;шт;;;2,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116464;;;;Подложка С-11 178*135*30 500шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;шт;;;1,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;98377;;;;Размешиватель белый (500 шт/уп);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;2;;;упак.;;;148,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111085;;;;Размешиватель деревянный в инд. упаковке 140х6х1,8 мм 250 шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;2;;;упак.;;;224,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115957;;;;Салатник крафт круглый без крышки Osq 750мл 270шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;;;270;;;шт;;;6,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115963;;;;Салатник крафт прямоугольный без крышки 140/164х105/115х45 500мл 600шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600;;;600;;;шт;;;5,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115948;;;;Салатник крафт прямоугольный без крышки 186/209х105/127х55 800мл  400шт/уп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;;;400;;;шт;;;7,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
